full_text;Location;Sentimen
OPEN DONATION!!! Help RT/LIKE Kami Keluarga Besar Pondok Pesantren Diniyah Limo Jurai membuka Donasi Korban banjir bandang keluarga besar Diniyah Limo Jurai bagi yang g ingin berdonasi silahkan kirim ke Rek. BSI 7543210069. An. 'Pondok Pesantren Diniyah Limo Jurai' https://t.co/cU41gb9SdE;Bukittinggi, Indonesia;Positif
Luapan banjir lahar dingin Gn. Marapi terjadi di Nagari Bukit Batabuah Kec. Canduang Kab. Agam sore ini (jam 15.38 WIB) #AgamDaruratBanjir #AgamDaruratLongsor Cc:@abcnews @KompasTV @tv9malaysia @korantempo @ChannelNewsAsia @Channel4News @CNN @BBCWorld @BBCBreaking @smh @CNBC https://t.co/HWOMXuGbbg;Bukittinggi, Indonesia;Negatif
@adjirefegon Dentuman sedang taraso di pintu rumah. Kironyo marapi batuak baliak ;Bukittinggi, Indonesia;Negatif
Kepada Bapak / Ibu yang mw menjadi donatur masker atw donatur pembelian masker utk antisipasi Abu Vulkanik Marapi - Sumbar silahkan hubungi TAGANA Kota Padang Panjang atw ke Rekening Ferix Sonanda : - BNI : 0099202071 - BRI : 0231-01-023605-50-9 - Bnk Nagari : 0900.0210.05550-8 https://t.co/5loCLs8ETP;Padang Panjang, Indonesia;Positif
BPBD Kabupaten Pesisir Selatan mencatat banjir&amp longsor yang terjadi sebabkan 23 orang meninggal dunia 6 orang korban lainnya hilang&amp masih dicari. #deforestation #BanjirPessel Cc:@EnvDefenseFund @EPAresearch @EPAwater @UNEP @Greenpeace @walhinasional @CNBC https://t.co/5pSoCFWpvb;Bukittinggi, Indonesia;Negatif
Dear God I m putting December in your hands. Smga segera turun hujan lebat buang abu pasir gunung marapi https://t.co/9FajrufS5b;Jakarta, Indonesia;Negatif
Lihat marapi lekas membaik P3rindu_Alam! https://t.co/s1NNsxZNwM;Sumatera Barat, Indonesia;Positif
Woilaaah gunung marapi nya morning mountain... Ya allah... Dari kos kelihatan banget https://t.co/I8GWpR4dRi;Sumatera Barat, Indonesia;Negatif
@DayangIndah4 Alhamdulillah...kami baik2 saja... Di kampung sebelah ada yg kena hujan batu. Kecil2. Mba.... Trus juga ada korban yg meninggal. https://t.co/szxHrvcmlz;Sumatera Barat, Indonesia;Negatif
Lihat lekas sembuh Marapi video P3rindu_Alam! #TikTok https://t.co/jiUqvOn2Ue;Sumatera Barat, Indonesia;Positif
Semoga para pendaki Marapi aman..warga sekitar aman.. #gunungmarapi https://t.co/5wfkCWNGxg;Payakumbuh, Sumatera Barat;Positif
Hujan pasir gunung meletus bukitinggi https://t.co/tQ3cmfaym0;Jakarta, Indonesia;Negatif
Gunung Marapi Sumbar barusan meletus...! https://t.co/uu489B6fVn;Padang, Sumatera Barat;Negatif
Video Amatir Truk Muatan Sembako Masuk Jurang | AKIM tvOne Lantaran rem blong truk pembawa sembako terjun ke jurang di jalur kawasan Lembah Anai Kabupaten Tanah Datar provinsi Sumatera Barat tidak ada korban jiwa dalam peristiwa kecelakaan ini https://t.co/iEezZxdt9m;Tanah Datar, Sumatera Barat;Negatif
@ch_chotimah2 @jokowi @mohmahfudmd @YaqutCQoumas @ListyoSigitP @DivHumas_Polri @CCICPolri Semakin parah! Semua pihak lagi menunggu korban jatuh trus viral barulah bertindak tuh;Bukittinggi, Indonesia;Negatif
@SandiFebr97 hubungi ketua DPD PKS setempat bang.. Inshaallah dibantu sedikit meringankan korban;Payakumbuh, Sumatera Barat;Positif
Semoga tidak banyak korban.;Jakarta, Indonesia;Positif
Home sweet home feat Gunung Marapi dan Singgalang yang nongol dikit dikit https://t.co/CdKrdb9rng;Bukittinggi, Indonesia;Positif
Gunung marapi;Jawa Timur, Indonesia;Negatif
Erupsi Gunung Marapi Kamis (19/1/23) sekitar pukul 07.45 WIB. Foto : Khairil Mujahid (WAG) #bukittinggi #bukittinggiku #kababukittinggi #kabupatenagam #Bukittinggiku12Tahun #BukittinggikuMediaPratama https://t.co/KOO2mCzjEP;Sumatera Barat, Indonesia;Negatif
Akhir Tahun Jalur Pendakian TWA Gunung Marapi Ditutup https://t.co/mlm47CGXHd https://t.co/Qay0zyYlKG;Bukittinggi, Indonesia;Negatif
Gunuang Marapi... https://t.co/Zdt8bU3cA1;Sumatera Barat, Indonesia;Negatif
... Update Perkembangan Evakuasi Korban Pendaki Erupsi Marapi Wujud Bentuk Simpati Tim gabungan yang terdiri dari TNI-Polri BPBD dan para relawan terus melakukan pencarian korban erupsi Gunung Marapi Sumbar. Saat ini diketahui sebanyak 75 orang berhasil dievakuasi https://t.co/foDGwHVNc1;Aceh, Indonesia;Positif
... Kepolisian Negara Republik Indonesia mengucapkan duka cita yang mendalam untuk saudara-saudara kita dan para korban erupsi Gunung Marapi Sumatera Barat. https://t.co/IhKBuP87oA;Aceh, Indonesia;Negatif
... Update Perkembangan Evakuasi Korban Erupsi Marapi Sumbar Tim gabungan terdiri dari TNI-Polri BPBD dan para relawan terus melakukan pencarian korban erupsi Gunung Marapi Sumbar. Saat ini diketahui sebanyak 75 orang pendaki terjebak saat erupsi terjadi dengan hasil evakuasi https://t.co/WAeoHL5S0l;Aceh, Indonesia;Negatif
... Polri melalui jajaran Polda Sumatera Barat (Sumbar) bersinergi dengan jajaran TNI BPBD dan relawan masih terus melakukan pencarian korban yang diakibatkan erupsi Gunung Marapi Sumbar. Tercatat dalam data dari Badan SAR Nasional (Basarnas) Padang sebanyak 75 orang https://t.co/tTuut3oCMQ;Aceh, Indonesia;Positif
... Bersama Saling Waspada Polri melalui jajaran Polda Sumatera Barat melaksanakan evakuasi terhadap korban dari letusan erupsi gunung Marapi Sumatera Barat Senin (4/12). Dengan menyusuri jalan setapak di tengah hutan beberapa korban berhasil diselamatkan petugas https://t.co/9wpplhgWHl;Aceh, Indonesia;Positif
Kodam I/BB Turunkan Tim Evakuasi Gabungan Cari Korban Erupsi Gunung Marapi Baca selengkapnya di: https://t.co/is1bSXVciG https://t.co/rjvqkRThh9;Kabupaten Deli Serdang, Sumatera Utara;Positif
Kodam I/BB Turunkan Tim Evakuasi Gabungan Cari Korban Erupsi Gunung Marapi Baca selengkapnya di: https://t.co/is1bSXVciG https://t.co/zUHQ5R4fJV;Kabupaten Deli Serdang, Sumatera Utara;Positif
Detik detik Gunung Marapi kembali meletus dan erupsi bukit tinggi sumatera barat kamis 30/5/2024 pukul 13.04 WIB. Semoga tidak ada korban jiwa. sb https://t.co/o7pwOmN6D6 https://t.co/ckoExOG7nT;Bukittinggi, Indonesia;Negatif
#BersamaSiagaBencana terutama untuk para korban erupsi gunung marapi. mari kita Kompak Saling Bantu bersama polda sumbar untuk membantu mengevakuasi mereka ke tempat yang aman https://t.co/gPLdiXvZKi;Sumatera Barat, Indonesia;Positif
@MikirSok @Joenme88 @ImaIsBack Ijin menanggapi. Sudah lebih dr 6 bulan bahaya lahar dingin itu mengintai sejak marapi erupsi. Sudah bbrpa kali trjadi banjir lahar dingin sblm sebesar ini. Namun pemda sumbar tidak melakukan mitigasi bencana apapun. Dan ter;Sumatera Barat, Indonesia;Negatif
@TheEagle_BEN Berbaik sangka kpd Allah ini bukan azab. Dua abad lalu jg Marapi erupsi mungkin lebih parah kalau ada korban &amp  kerusakan itu krn kita yg pilih berada di situ. Tidak ada tempat di bumi yg aman dr bencana tp hanya jd bencana utk manusia kr;Sumatera Barat, Indonesia;Negatif
Banjir lahar dingin kembali terjang Kabupaten Agam Sumatera Barat pada Minggu (12/5/2024) dini hari. Lahar dingin ini berasal dari puncak Gunung Marapi yang sedang erupsi. Jumlah korban banjir saat ini 15 orang meninggal dunia. Petugas gabungan yang dikoordinasikan oleh BPBD https://t.co/cmgbuEdocV;Agam, Indonesia;Negatif
Ya Allah banyak bencana akhir akhir ini yaa. Gunung Marapi masih sering erupsi banjir lahar sampai jalan putus total Pdg Bkt. Semoga tidak bertambah korban jiwa yaa dan ada jalan alternatif lain;Sumatera Barat, Indonesia;Negatif
Innalillahi wa innalillahi rojiun.... Gunung Ruang di Sulawesi Utara terbangun dari tidur nyenyak nya . Pray for Sulawesi Utara semoga gak ada korban jiwa... . Kalo liat Erupsi Gunung Ruang jadi inget Erupsi Gunung marapi yang masih terus terjadi ... https://t.co/83kOArspfy https://t.co/pnkCXQwXu9;Sulawesi Utara, Indonesia;Negatif
Haru.. orang tua korban Erupsi Marapi wakili bukber bawa foto mendiang sang anak https://t.co/jlrty6r094;Jakarta, Indonesia;Negatif
PMI melakukan Evakuasi pertolongan pertama dan layanan Ambulan untuk Korban Banjir Lahar Dingin Erupsi Gunung Marapi di Bukik Batuah kec. Canduang Kab. Agam. Sumbar. Jumat (5/3). Cc @RadioElshinta @SonoraFM92 https://t.co/HNXco0lWvs;Jakarta, Indonesia;Positif
@Adiak_Udaa Aduh sedih banget melihat kondisi gunung Marapi erupsi. Semoga tidak menimbulkan korban jiwa.;Jakarta, Indonesia;Negatif
Menhan Prabowo Beri Santunan ke Korban Erupsi Gunung Marapi ... - Askara https://t.co/08IesDNKAK #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan;Sumatera Barat, Indonesia;Positif
tahun ini aku ga bertemu sama org org baik tapi aku cuma melihat. dgn melihat dari layar hp saja ak suda senang. mereka hebat aku bangga banget. dari alm Arya Saputra korban bacok Bogor dan para korban erupsi Marapi. mereka hebat mereka banyak yang sayang;Jawa Barat, Indonesia;Negatif
Anggota DPR RI Komisi IX Ade Rezki Pratama memberikan piagam penghargaan kepada warga Batu Palano Kabupaten Agam yang berjasa besar dalam proses evakuasi korban pendaki Gunung Marapi Sumatera Barat yang mengalami erupsi. https://t.co/zXSdE0K9Fv;Jakarta, Indonesia;Positif
Kabar terbaru jumlah korban jiwa erupsi Gunung Marapi bertambah menjadi 24 dengan meninggalnya Zhafirah Zahrim Febrina. Zhafirah Zahrim Febrina atau Ife salah satu korban erupsi Marapi meninggal pada Minggu (17/12/2023) sore. Polisi telah;Kendari, Sulawesi Tenggara;Negatif
Baper perkara ada cowok yg mendem perasaan ke temen cewenya. Tp baru berani jujur pas si ceweknya udah ngga ada karna jadi korban MD erupsi Marapi kemarin. Delok VT ngene thok lehku nangis dleweran ;Yogyakarta, Indonesia;Negatif
AkhirÃÂ² ini sering nangis karna korban erupsi gunung marapi yg meninggal dunia.. apalagi yg di wisuda kemarin benerÃÂ² bikin merindingg;Sumatera Barat, Indonesia;Negatif
Gue baru ngikutin kasus yg korban erupsi gunung marapi *iya telat bgt* daann reaksi gue.... njirr sedih bgt bgt apalagi liat video nya yg minta tolong ;Jawa Barat, Indonesia;Negatif
Sempat Jadi Perhatian Publik! Ini Profil Lengkap Pendaki Cantik Korban Erupsi Gunung Marapi https://t.co/ZKXIW861ka;Pulo Gadung, Indonesia;Negatif
@Nusywari1 Korban erupsi gunung marapi utu wid;Lombok, Indonesia;Negatif
Suasana Haru Wisuda Korban Erupsi Gunung Marapi https://t.co/y2OP0mmQ1Y #TempoFoto;Jakarta, Indonesia;Negatif
Orangtua Korban Meninggal Erupsi Marapi Tak Kuasa Menahan Tangis saat Hadiri Acara Wisuda di UNP https://t.co/OHb9qRFyTu;Jakarta, Indonesia;Negatif
Profil Zhafirah Zahrim Febrina Korban Erupsi Gunung Marapi Kini Meninggal Dunia https://t.co/7Z9KqgJmUU;Sumatera Barat, Indonesia;Negatif
Zhafirah Zahrim Korban Erupsi Gunung Marapi Meninggal usai Dirawat di RS https://t.co/FTAfsep0ys;Jakarta, Indonesia;Negatif
Kabar duka kembali datang dari pendaki korban erupsi Gunung Marapi yang terjadi di Kabupaten Agam Sumatra Barat pada Minggu 3 Desember 2023. Salah satu pendaki perempuan bernama Zhafirah Zahrim Febrina meninggal dunia. https://t.co/x1P27y9VRp;Agam, Indonesia;Negatif
tadi liat konten video drone marapi pasca erupsi tepat di belakang gue inilah kawah yg erupsi itu. dan juga tadi dengerin podcast warlok sana waktu evakuasi korban ceritanya jg serem bgt;Jakarta, Indonesia;Negatif
Gubri Edy Natar Kunjungi Korban Erupsi Gunung Marapi yang Masih Dirawat #korbanerupsiGunungMarapi https://t.co/ke8e5xTcWN;Jakarta, Indonesia;Positif
Akhirnya ... Keluarga Korban Erupsi Marapi Dapat Santunan: Meninggal Rp 10 jt Luka Berat 14 jt https://t.co/8RgzY8RQxL;Jakarta, Indonesia;Positif
Gubri Jenguk Arbi Warga Riau Korban Erupsi Gunung Marapi https://t.co/F1XXFuV2IP;Riau, Indonesia;Positif
Gubernur Edy Nasution Kunjungi Arbi Korban Erupsi Gunung Marapi https://t.co/elsSMyh4V0 #Peristiwa;Pekanbaru, Riau;Positif
Siska Afrina Korban Erupsi Gunung Marapi akan tetap diwisuda UNP tanggal 17 Desember 2023 nanti meski kini jasadnya sudah berada di keabadian. https://t.co/3jae0s71IW #SiskaAfrina #pendaki #erupsi #GunungMarapi #diwisuda #UniversitasNegeriPadang;Semarang, Indonesia;Negatif
Korban Erupsi Gunung Marapi Mendapat Asuransi https://t.co/Vz21uS50LJ #TempoTekno;Jakarta, Indonesia;Positif
Sempat terancam tidak dapat klaim asuransi. Akhirnya korban serta keluarga korban erupsi Gunung Marapi menerima santunan dari @bksdasumbar dan Ditjen KSDAE KemenLHK Total santunan dari pihak asuransi 242 juta dan Balai KSDA Sumbar Ditjen KSDAE KemenLHK 101 juta https://t.co/nWaGHKTBF1;Sumatera Barat, Indonesia;Positif
Masya Allah! Jenazah Frengki Korban Erupsi Marapi Tercium Wangi Semasa Hidup Ternyata Lakukan Ini https://t.co/6q4b0X8dFB;Jakarta, Indonesia;Positif
MASYA ALLAH Jenazah Frengki Korban Erupsi Marapi Tercium Wangi Semasa Hidup Ternyata Lakukan Ini https://t.co/ke9ueamj29 https://t.co/ke9ueamj29;Jakarta, Indonesia;Positif
Di posko erupsi Gunung Marapi Prabowo disebut memberikan santunan kepada keluarga korban relawan hingga kepada aparat TNI-Polri. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto;Sumatera Barat, Indonesia;Positif
SEMOGA BALASANNYA SURGA Kepergian Frengki Candra Kusuma (23) mahasiswa Universitas Negeri Padang yang menjadi korban tewas erupsi Gunung Marapi masih meninggalkan luka mendalam. Frengki semasa hidupnya dikenal sebagai sosok nan elok serta tidak banyak tingkah. #GunungMarapi https://t.co/0L0Kdv3YPJ;Sumatera Utara, Indonesia;Positif
Jasad Korban Erupsi Marapi Keluarkan Aroma Wangi Frengki Ternyata Penghafal Al Quran https://t.co/LKWKAnc0ei #trending;Sumatera Barat, Indonesia;Positif
Ini sosok Frengki korban erupsi Gunung Marapi yang jenazahnya keluarkan aroma wangi. https://t.co/rZC16bZkBD;Jakarta, Indonesia;Positif
Saya sebagai saksi di lapangan: - Pak Prabowo tiba di Bandara Internasional Minangkabau pagi hari lalu melanjutkan kunjungan kerja meninjau dan membantu korban erupsi Gunung Marapi menggunakan heli tersebut. - Dari lokasi bencana Pak Prabowo kembali naik heli dan turun di Lanud;Sumatera Barat, Indonesia;Positif
Kunjungi Posko Erupsi Gunung Marapi Prabowo Ucapkan Belasungkawa pada Keluarga Korban https://t.co/93vbzyDNDD https://t.co/Nv9JJWTMAZ;Jakarta, Indonesia;Negatif
Prabowo Jenguk Korban Erupsi Marapi Tengok Dapur Umum https://t.co/dTgrD96C5r;Tuban, Jawa Timur;Positif
Prabowo Cinta Rakyat Kunjungi Posko Gunung Marapi Prabowo Sampaikan Belasungkawa Pada Korban Erupsi Marapi - Detak Sumut https://t.co/MI6Sccbl4H #BersamaIndonesiaMaju #PrabowoGemoy #KodeKita08Gemoy;Sumatera Barat, Indonesia;Positif
Prabowo Apresiasi Kerjasama Erat Semua Pihak Bantu Korban Erupsi Gunung Marapi https://t.co/6qWhu6H6xr;Tuban, Jawa Timur;Positif
Beberapa waktu lalu Indonesia tengah mengalami beberapa bencana alam dan menjadikan sebagian masyarakat menjadi korban salah satunya adalah bencana alam erupsi gunung Marapi Sumatera Barat dan longsor di Humbang Hasundutan (Humbahas) Sumatera Utara. https://t.co/7O5L08mbS7;Kabupaten Bandung, Jawa Barat;Negatif
Agam - Menteri Pertahanan Prabowo Subianto menjenguk para korban erupsi Gunung Marapi di posko tanggap bencana di Kabupaten Agam Sumatera Barat Sabtu (9/12). https://t.co/wHB8V7Ertl;Sumatera Barat, Indonesia;Positif
Prabowo Jenguk Korban Erupsi Marapi Tengok Dapur Umum https://t.co/DckoxowwBa;Sumatera Barat, Indonesia;Positif
Agam - Menteri Pertahanan Prabowo Subianto menjenguk para korban erupsi Gunung Marapi di posko tanggap bencana di Kabupaten Agam Sumatera Barat Sabtu (9/12). https://t.co/1vJgRucvh9;Jakarta, Indonesia;Positif
Prabowo Jenguk Korban Erupsi Marapi Tengok Dapur Umum https://t.co/jH30u3426X;Jakarta, Indonesia;Negatif
Agam - Menteri Pertahanan Prabowo Subianto menjenguk para korban erupsi Gunung Marapi di posko tanggap bencana di Kabupaten Agam Sumatera Barat Sabtu (9/12). https://t.co/XAhENnwK9S;Sumatera Barat, Indonesia;Positif
Prabowo Jenguk Korban Erupsi Marapi Tengok Dapur Umum https://t.co/iXbvwK7OsV;Sumatera Barat, Indonesia;Positif
Kisah Heroik Muhammad Adan Korban Erupsi Gunung Marapi yang Tewas Demi Selamatkan Pendaki Perempuan BibitRecap2023 | CherryMagicTHep1 | serunyabareng ayahbowogibran | pakbowokita pilihannyakita | Bournemouth | AldiTaherxSalmaSalsabil https://t.co/QM8v43E7k2;Jakarta, Indonesia;Positif
Prabowo Beri Santunan Korban Erupsi Gunung Marapi di Kabupaten Agam https://t.co/7uHKOLvIuk;Jakarta, Indonesia;Positif
Kisah Adan Korban Erupsi Gunung Marapi Hubungi Ibu Sebelum Meninggal: Kaki Adan Satu Putus Bu https://t.co/HoQnSA8Jrx;Pulo Gadung, Indonesia;Negatif
Berbekal Motor Rakitan Sendiri Afri Rusdi dan Warga Batu Palano Melakukan Evakuasi Awal Korban Erupsi Gunung Marapi. Begini Kisahnya ! https://t.co/SkPdQqujnC;Yogyakarta, Indonesia;Positif
@don_muzakir_ @prabowo turut berduka Cita untuk keluarga korban erupsi gunung marapi semoga keluarga yg di tinggalkan diberikan ketabahan;Manado, Indonesia;Negatif
Turut berduka atas kejadian erupsi Gunung Marapi Sumatera Barat. Semoga para korban yang berpulang diberi tempat terbaik.;Jakarta, Indonesia;Negatif
Sholat Ghoib dan Doa Bersama untuk Korban Erupsi Gunung Marapi https://t.co/VCXFVQsYxW;Sumatera Barat, Indonesia;Positif
@andre_rosiade Andre @andre_rosiade tolong kau jelaskan dengan jujur kedatangan prabowo ke korban erupsi gunung marapi merupakan agenda dari Kemenhan atau Kampanye???? Kami butuh penjelasan anda @andre_rosiade;Sumatera Barat, Indonesia;Positif
Menhan Prabowo Beri Santunan ke Korban Erupsi Gunung Marapi di Kabupaten Agam https://t.co/3OYmWHwuOy;Sumatera Barat, Indonesia;Positif
Menhan Prabowo Beri Santunan Kepada Korban Erupsi Gunung Marapi di Kabupaten Agam https://t.co/WcLd0kAimb #News #Berita #Kabar #Popular #klikwarta #InfoMasyarakat #viral #beritaterkini;Kota Bengkulu, Bengkulu;Positif
Mengenal Prada Muhammad Arifin Sosok Heroik Anggota TNI yang Bantu Evakuasi Zhafirah Korban Viral Erupsi Marapi https://t.co/mOu8fNZh9m;Jakarta, Indonesia;Positif
@don_muzakir_ @prabowo @gibran_tweet turut berduka Cita untuk keluarga korban erupsi gunung marapi semoga keluarga yg di tinggalkan diberikan ketabahan ;Sumatera Barat, Indonesia;Negatif
@don_muzakir_ @prabowo @gibran_tweet doaku untuk Saudara saudara korban erupsi gunung marapi disana semoga selalu berada dalam lindungan Allah ;Sumatera Barat, Indonesia;Negatif
Pak Prabowo jadi berkunjung ke korban erupsi Marapi ga ya tadi?;Sumatera Barat, Indonesia;Positif
Prabowo Jenguk Korban Erupsi Marapi Tengok Dapur Umum Apresiasi Kerjasama Erat https://t.co/R3UrC4TWFR;Maluku, Indonesia;Positif
Sholat Ghoib dan Doa Bersama untuk Korban Erupsi Gunung Marapi https://t.co/zfBb4ZHXre;Sumatera Barat, Indonesia;Positif
Menhan Prabowo Beri Santunan Kepada Korban Erupsi Gunung Marapi di Kabupaten Agam Sumbar https://t.co/wolyXPQAT2;Jakarta, Indonesia;Positif
Erupsi Gunung Marapi terjadi pada Minggu 3 Desember 2023 sore. Muhammad Adan menjadi salah satu korban tewas erupsi Gunung Marapi. SImak kisah heroiknya selengkapnya. https://t.co/WTZftPo9DU;Jakarta, Indonesia;Negatif
Semenjak lagu bujang minang identik sama info pendaki korban erupsi marapi tiap denger lagunya jadi sedih banget. Apalgi lihat mereka yg tulus mendahulukan orng lain untuk dievakuasi daripada dirinya sendiri. Ditonton nangis ga ditonton pengen tahuu;Jawa Barat, Indonesia;Negatif
Kunjungi Korban Erupsi Gunung Marapi Prabowo Disambut Teriakan Presiden hingga Pak Gemoy https://t.co/HnVOg5Hg3A #BeritaSatu #Berita #Newsupdate;Jakarta, Indonesia;Positif
Menhan Prabowo sampaikan belasungkawa pada korban erupsi Marapi - ANTARA https://t.co/QmT6kpPcIw #BersamaIndonesiaMaju #PrabowoGemoy #KodeKita08Gemoy;Sumatera Barat, Indonesia;Negatif
Menhan Prabowo sampaikan belasungkawa pada korban erupsi Marapi - ANTARA https://t.co/TgKyVx9DOm #BersamaIndonesiaMaju #PrabowoGemoy #KodeKita08Gemoy;Sumatera Barat, Indonesia;Negatif
Menhan Prabowo menyampaikan belasungkawa pada korban erupsi Marapi - ANTARA Sulawesi Utara https://t.co/PoSW84vEDD #BersamaIndonesiaMaju #PrabowoGemoy #KodeKita08Gemoy;Sumatera Barat, Indonesia;Negatif
Menhan Prabowo menyampaikan belasungkawa pada korban erupsi Marapi - ANTARA Sulawesi Utara https://t.co/V9idFUZcLR #BersamaIndonesiaMaju #PrabowoGemoy #KodeKita08Gemoy;Jakarta, Indonesia;Negatif
Menhan Prabowo menyampaikan belasungkawa pada korban erupsi Marapi - ANTARA Sulawesi Utara https://t.co/2fQBA3t0Cj #BersamaIndonesiaMaju #PrabowoGemoy #KodeKita08Gemoy;Sumatera Barat, Indonesia;Negatif
Menhan Prabowo sampaikan belasungkawa pada korban erupsi Marapi Desember https://t.co/WeF0ENF2Gd;Sumatera Barat, Indonesia;Negatif
Amalan dan kebaikan apa yang engkau kerjakan selama ini Frengki? Frengki Candra Kusuma salah satu korban meninggal dunia dalam tragedi erupsi Marapi Ahad 03/12 silam jenazahnya disebut mengeluarkan aroma wangi. Kabar ini pun viral di sosial media keluarga kerabat bahkan https://t.co/DRUkzizy8w;Jakarta, Indonesia;Positif
